"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","406","14 Assign leave employee input workflow","webkit","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","1398","3 Apply leave comment workflow","webkit","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","8722","7 Combined user role and status workflow","chromium","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","6486","8 Clear wrong credentials and login again","chromium","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","8594","2 Update other id workflow","firefox","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","4282","6 Empty username and valid password validation","firefox","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","6741","9 Multiple invalid login attempts","webkit","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","7108","15 Review page form visibility workflow","webkit","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","8438","14 Add employee login password mismatch validation","webkit","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","11947","1 Add employee with mandatory details","webkit","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","36944","13 Add employee attachment","chromium","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","7738","8 Add user required validation workflow","firefox","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","24435","6 Candidate consent checkbox workflow","webkit","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","10561","1 Valid login using click","webkit","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","16221","13 Vacancy name input workflow","firefox","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","6524","9 Multiple invalid login attempts","chromium","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","9285","14 Attendance summary job title dropdown workflow","chromium","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","9806","10 Tracker employee autocomplete workflow","chromium","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","38851","7 Edit emergency contact","webkit","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","20201","8 Candidate clear and rewrite workflow","webkit","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","44515","8 Candidate clear and rewrite workflow","chromium","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","9225","6 Candidate consent checkbox workflow","firefox","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","6000","10 Dependent relationship dropdown workflow","webkit","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","518","13 Assign leave page access workflow","webkit","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","11108","4 Marital status dropdown workflow","webkit","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","6765","6 Contact city update workflow","webkit","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","10366","1 KPI required validation workflow","chromium","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","12852","13 Reload login page and login again","webkit","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","9558","4 KPI minimum rating input workflow","chromium","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","1902","6 My leave date input workflow","chromium","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","18505","12 Vacancy required validation workflow","chromium","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","10721","5 Status dropdown filter workflow","webkit","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","5780","11 Immigration required validation workflow","firefox","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","2511","4 Apply leave clear and rewrite comment workflow","chromium","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","20682","6 Attendance punch note workflow","webkit","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","17391","2 Add employee with login details","webkit","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","18569","14 Add user employee autocomplete workflow","webkit","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","10672","15 Failed login followed by successful login","webkit","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","20312","2 Employee autocomplete timesheet workflow","chromium","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","22265","4 Edit employee personal details","chromium","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","2909","10 Direct dashboard access without login","webkit","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","2325","1 Apply leave validation workflow","webkit","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","10814","7 Combined user role and status workflow","firefox","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","25620","7 Attendance punch button workflow","webkit","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","12225","15 Add employee login details required validation","firefox","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","36788","12 Add immigration details","firefox","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","30028","14 Vacancy job title dropdown workflow","firefox","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","21448","14 Add user employee autocomplete workflow","chromium","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","1884","15 Assign leave comment workflow","chromium","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","13081","6 Employee autocomplete workflow","webkit","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","23025","12 Add immigration details","webkit","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","27775","6 Add emergency contact","chromium","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","42891","10 Update job details","webkit","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","10830","9 Multiple invalid login attempts","firefox","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","7354","10 Add user role dropdown workflow","firefox","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","10122","5 Status dropdown filter workflow","firefox","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","7878","2 Candidate name and email input workflow","firefox","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","15888","3 Invalid employee timesheet workflow","chromium","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","8978","1 Update nickname workflow","firefox","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","9591","15 Membership required validation workflow","chromium","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","7882","5 Candidate keywords workflow","firefox","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","13114","11 Logout should destroy user session","chromium","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","8366","3 Candidate vacancy dropdown workflow","webkit","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","22860","6 Attendance punch note workflow","chromium","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","11859","9 Dependent required validation workflow","firefox","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","22079","14 Vacancy job title dropdown workflow","chromium","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","14163","6 Employee autocomplete workflow","chromium","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","12857","6 Employee autocomplete workflow","firefox","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","8107","5 KPI maximum rating input workflow","webkit","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","20530","13 Vacancy name input workflow","chromium","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","8775","7 Combined user role and status workflow","webkit","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","7585","15 Failed login followed by successful login","firefox","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","18341","13 Password clear and rewrite workflow","chromium","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","14845","3 Username clear and rewrite workflow","chromium","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","8332","10 Add user role dropdown workflow","chromium","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","26937","1 Employee timesheet required validation workflow","webkit","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","13546","15 Add user form combined input workflow","firefox","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","6868","14 Qualification work experience input workflow","chromium","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","9888","6 KPI clear and rewrite name workflow","chromium","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","11502","1 Add employee with mandatory details","firefox","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","8917","1 Update nickname workflow","chromium","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","40010","1 Employee timesheet required validation workflow","firefox","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","3830","6 Empty username and valid password validation","webkit","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","2200","6 My leave date input workflow","webkit","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","25302","7 Edit emergency contact","firefox","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","26824","9 Candidate job title filter workflow","chromium","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","7095","11 Add user status dropdown workflow","webkit","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","4334","7 Password masking validation","firefox","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","7689","12 Review required validation workflow","chromium","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","37375","3 Candidate vacancy dropdown workflow","chromium","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","4960","7 Password masking validation","webkit","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","2609","11 Leave list status dropdown workflow","firefox","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","24505","14 Add employee login password mismatch validation","chromium","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","1568","2 Apply leave type dropdown workflow","chromium","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","11298","8 Add user required validation workflow","chromium","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","25445","11 Salary details input workflow","webkit","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","11851","3 Username clear and rewrite workflow","webkit","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","39714","7 Candidate invalid email input workflow","chromium","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","27762","10 Candidate vacancy filter workflow","firefox","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","19450","4 My timesheet edit action workflow","chromium","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","9918","3 Invalid username and password validation","firefox","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","6995","8 Tracker required validation workflow","firefox","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","12757","12 Browser back after logout should not restore dashboard","firefox","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","1463","2 Apply leave type dropdown workflow","webkit","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","2174","5 My leave status dropdown workflow","firefox","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","23303","1 KPI required validation workflow","firefox","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","6025","5 KPI maximum rating input workflow","firefox","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","25538","9 Candidate job title filter workflow","firefox","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","12195","4 KPI minimum rating input workflow","firefox","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","1388","14 Assign leave employee input workflow","chromium","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","16704","1 KPI required validation workflow","webkit","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","21639","2 Employee autocomplete timesheet workflow","webkit","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","6839","5 Contact street update workflow","chromium","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","9371","14 Add employee login password mismatch validation","firefox","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","33287","11 Salary details input workflow","firefox","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","1910","2 Apply leave type dropdown workflow","firefox","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","7714","6 Contact city update workflow","firefox","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","6761","3 KPI job title dropdown workflow","webkit","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","10672","7 KPI search job title dropdown workflow","chromium","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","29262","10 Update job details","firefox","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","28651","11 Candidate hiring manager filter workflow","firefox","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","12245","4 User role dropdown filter workflow","firefox","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","3765","4 Empty login form validation","webkit","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","6356","3 Add employee required field validation","firefox","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","19897","9 Project report project autocomplete workflow","firefox","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","13244","1 Candidate required validation workflow","firefox","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","16759","15 Membership required validation workflow","firefox","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","18513","15 Vacancy description workflow","chromium","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","13333","1 Add employee with mandatory details","chromium","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","34495","5 Candidate keywords workflow","chromium","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","1766","3 Apply leave comment workflow","firefox","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","10282","8 Candidate clear and rewrite workflow","firefox","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","43322","4 Candidate contact number workflow","chromium","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","8177","3 Nationality dropdown workflow","chromium","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","10477","7 KPI search job title dropdown workflow","webkit","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","47304","15 Vacancy description workflow","webkit","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","1181","4 Apply leave clear and rewrite comment workflow","firefox","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","9391","3 Nationality dropdown workflow","firefox","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","9518","9 Tracker name input workflow","webkit","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","52439","6 Candidate consent checkbox workflow","chromium","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","19801","13 Attendance summary employee autocomplete workflow","webkit","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","10580","9 Add user cancel workflow","webkit","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","16634","12 Immigration passport option workflow","chromium","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","26721","8 Add dependent details","firefox","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","1064","10 Leave list employee autocomplete workflow","webkit","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","17926","1 Username search workflow","chromium","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","19474","14 Qualification work experience input workflow","webkit","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","16189","9 Project report project autocomplete workflow","chromium","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","31645","10 Update job details","chromium","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","16436","11 Candidate hiring manager filter workflow","chromium","2026-06-01","passed","2026-06-01","Recruitment Functional Testing","tests/recruitment/recruitment.spec.js","",""
"","4106","5 Valid username and empty password validation","webkit","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","9499","3 Username clear and rewrite workflow","firefox","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
"","1957","9 Leave list date workflow","firefox","2026-06-01","passed","2026-06-01","Leave Functional Testing","tests/leave/leave.spec.js","",""
"","7784","7 Emergency contact required validation workflow","firefox","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","30493","2 Employee autocomplete timesheet workflow","firefox","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","7509","1 Valid login using click","chromium","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","17055","15 Attendance summary sub unit dropdown workflow","firefox","2026-06-01","passed","2026-06-01","Time Functional Testing","tests/time/time.spec.js","",""
"","24458","13 Add employee attachment","firefox","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","11837","2 Add employee with login details","firefox","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","7436","11 Logout should destroy user session","firefox","2026-06-01","passed","2026-06-01","Authentication Functional Testing","tests/auth/auth.spec.js","",""
"","19097","4 Edit employee personal details","webkit","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","11771","3 KPI job title dropdown workflow","chromium","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","14850","2 KPI name input workflow","webkit","2026-06-01","passed","2026-06-01","Performance Functional Testing","tests/performance/performance.spec.js","",""
"","11711","8 Emergency contact input cancel workflow","chromium","2026-06-01","passed","2026-06-01","My Info Functional Testing","tests/myinfo/myinfo.spec.js","",""
"","32062","9 Edit dependent details","chromium","2026-06-01","passed","2026-06-01","PIM Important Functional Testing","tests/pim/pim.spec.js","",""
"","8789","9 Add user cancel workflow","chromium","2026-06-01","passed","2026-06-01","Admin Functional Testing","tests/admin/admin.spec.js","",""
